주소,토양통명,표토토성,심토토성,경사,배수등급,유효토심,모암_모재,분포지형
전라북도 완주군 봉동읍 장기리 938-8,덕천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 삼례읍 삼례리 331-5,고평,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 화산면 춘산리 340,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 용진읍 용흥리 산116-1,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 내월리 938 ,매곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 봉산리 278-4 ,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 서봉리 373-6,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 구억리 719-5,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 구억리 568-1,평택,미사질양토,미사식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 봉동읍 성덕리 229,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 삼례읍 어전리 16-39 ,화동,미사질양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 용진읍 신지리 1324,행곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 둔산리 739-2,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 상개리 824,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 상운리 666-1,남계,양토,사질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 원기리 1210 ,용계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 상관면 신리 914-10 ,황룡,사양토,사질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 운주면 고당리 산51-4,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 성재리 403-1,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 상관면 신리 186-3,황룡,사양토,사질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 봉동읍 용암리 774-2 ,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 삼례리 1490 ,고평,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 봉동읍 용암리 856,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 경천면 경천리 334-1 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 삼례읍 신금리 83-14,석천,양토,사양질,30-60%,양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 소양면 신원리 산108-1,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 봉산리 664-1,매곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 상관면 의암리 산189-1,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 소농리 산8-4,오산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 구이면 평촌리 461-3,칠곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 간중리 산144-14,함평,미사질양토,식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 이서면 반교리 산39,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 덕천리 28,칠곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 제내리 산110-1,전남,미사질식양토,식질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 구이면 평촌리 444-3,칠곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 신성리 143-3,덕천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 이전리 산95,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 이서면 은교리 산155-2 ,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 봉산리 794-2,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 운주면 산북리 611-58,각화,양토,식질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 운주면 장선리 511-8,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 동상면 신월리 792 ,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 비봉면 백도리 920-10 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 상관면 죽림리 산114,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 용암리 147-1,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 화월리 845-4,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 동상면 신월리 785-2 ,풍천,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 봉동읍 구만리 1124,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 은교리 658-3,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 용진읍 구억리 447-12,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 고산면 남봉리 34-3,통천,사양토,식양질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 용진읍 운곡리 1053-3,원곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 경천면 경천리 77-2,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 이전리 816-9,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 삼례읍 해전리 960-6,이현,미사질양토,미사식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 소양면 해월리 529-1 ,황룡,사양토,사질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 고산면 율곡리 298-8,상주,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 소양면 화심리 483,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 후정리 253-22 ,예산,양토,사양질,7-15%,매우양호,깊음_100cm이상,퇴적암,산악지
전라북도 완주군 고산면 읍내리 174-2,강서,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 간중리 81,지산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 이성리 산32-4,삼각,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 용진읍 운곡리 473-129,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 구이면 안덕리 산1-8 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 용진읍 신지리 산124-1,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 수계리 667-1,강서,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 삼기리 404-11,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 이서면 금평리 산94,뇌곡,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 상관면 죽림리 544-1,남계,사양토,사질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
전라북도 완주군 이서면 이성리 661 ,상주,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 삼기리 342,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 운주면 고당리 4,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 고산면 성재리 359-1,봉산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 상관면 죽림리 553-2,행곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 어전리 1018-4 ,석천,양토,사양질,15-30%,매우양호,얕음_20-50cm,산성암,산악지
전라북도 완주군 삼례읍 삼례리 1117-22,예산,양토,사양질,2-7%,양호,매우얕음_0-20cm,제4기층,하성평탄지
전라북도 완주군 비봉면 내월리 264,제방,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 운주면 고당리 212-1 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 화심리 585-3 ,석토,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 동상면 신월리 산15,울산,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 구미리 583-2,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 용암리 산65-1,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 대흥리 514-3 ,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 동상면 사봉리 277-1,울산,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 고산면 어우리 117-1,강서,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 비봉면 대치리 산139-1,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 삼례읍 수계리 388-2 ,백산,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 동상면 대아리 224-5,호계,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 비봉면 봉산리 561-3,고천,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 화산면 종리 950-1,함평,미사질양토,식양질,0-2%,양호,매우얕음_0-20cm,제4기층,산록경사지
전라북도 완주군 용진읍 상운리 258,남계,양토,사질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 수계리 946-12 ,중동,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 봉동읍 둔산리 952,송정,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 이서면 은교리 653-1,용지,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 소양면 신원리 765,무등,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 화산면 화월리 649,저수지,기타,기타,기타,기타,기타,기타,기타
전라북도 완주군 비봉면 백도리 1258-46 ,수암,사양토,사양질,60-100%,매우양호,얕음_20-50cm,변성암,산악지
전라북도 완주군 삼례읍 삼례리 748-26 ,석천,양토,사양질,7-15%,매우양호,깊음_100cm이상,산성암,산악지
전라북도 완주군 봉동읍 은하리 산105-25 ,우곡,양토,식양질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 봉동읍 낙평리 610-4,남계,양토,사질,7-15%,양호,깊음_100cm이상,퇴적암,산록경사지
전라북도 완주군 삼례읍 수계리 935,가천,사양토,식양질,60-100%,양호,얕음_20-50cm,변성암,산록경사지
